field_1,id,date,price,bedrooms,bathrooms,sqft_livin,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basem,yr_built,yr_renovat,zipcode,lat,long,sqft_liv_1,sqft_lot15,bed_to_bat,has_baseme,water_dist
10640,7893205525,5/27/2014,295832,5,1,1410,6400,1,0,0,5,7,960,450,1955,0,98198,47.4207,-122.334,1400,6500,5,1,0.697263951
1420,6127600036,11/5/2014,799000,4,2.75,2390,6820,2,0,0,4,7,2140,250,1945,0,98115,47.6788,-122.27,1980,6820,1.454545455,1,0.697355749
8183,1782000180,10/23/2014,350000,2,1,830,5100,1,0,0,4,7,830,0,1942,0,98126,47.5259,-122.379,1220,5100,2,0,0.697526859
1315,4037800140,8/14/2014,548000,4,2,2100,8880,1,0,0,4,7,2100,0,1958,0,98008,47.6115,-122.124,1280,9102,2,0,0.697582402
64,1189001180,6/3/2014,425000,3,2.25,1660,6000,1,0,0,3,7,1110,550,1979,0,98122,47.6113,-122.297,1440,4080,1.333333333,1,0.697590816
18949,2768200090,3/17/2015,890000,6,3.75,2770,5000,1,0,0,3,8,1870,900,1969,0,98107,47.669,-122.365,1570,2108,1.6,1,0.697758727
9729,8701600030,11/13/2014,518000,5,1,1590,5000,1.5,0,0,3,7,1190,400,1929,0,98116,47.5752,-122.381,1590,5000,5,1,0.697849105
21208,5693501028,4/3/2015,610000,3,2.5,1300,1331,3,0,0,3,8,1300,0,2007,0,98103,47.6607,-122.352,1450,5270,1.2,0,0.698173044
9468,3822200164,8/19/2014,423500,3,2.25,1890,7498,1,0,0,3,7,1190,700,1987,0,98125,47.73,-122.297,1660,8100,1.333333333,1,0.69827743
12708,6619900120,12/8/2014,670000,5,3.5,3860,9600,1,0,3,4,8,2660,1200,1973,0,98034,47.7139,-122.223,2440,9600,1.428571429,1,0.698402402
18242,2225039103,6/26/2014,1390000,3,3,2480,5500,2,0,3,3,10,1730,750,1950,2005,98199,47.6466,-122.404,2950,5670,1,1,0.698579982
21284,4083300098,11/17/2014,453000,2,1.5,1160,1269,2,0,0,3,7,970,190,2005,0,98103,47.6608,-122.335,1700,3150,1.333333333,1,0.698650908
8349,5151200215,12/12/2014,585000,4,2.5,2430,6766,2,0,0,3,8,2430,0,1999,0,98177,47.7294,-122.358,1820,6772,1.6,0,0.698757869
14139,510000641,1/30/2015,662500,3,2,2070,4200,1.5,0,0,4,7,1670,400,1906,0,98103,47.6624,-122.333,1490,4560,1.5,1,0.698902119
8603,3904100065,10/28/2014,340000,2,1,1280,9690,1,0,0,4,6,640,640,1919,0,98118,47.5341,-122.279,1630,15884,2,1,0.699077236
4732,4040800600,6/9/2014,502000,3,1.75,1300,8800,1,0,0,4,8,1300,0,1963,0,98008,47.6199,-122.116,1350,8800,1.714285714,0,0.69908295
13368,3488300085,9/19/2014,435000,2,1,720,5600,1,0,0,4,7,720,0,1920,0,98116,47.5641,-122.391,1330,5600,2,0,0.699114935
15959,4083802425,10/10/2014,608000,3,1.5,2240,3750,1,0,0,3,7,1220,1020,1952,0,98103,47.6624,-122.336,1570,3400,2,1,0.699248209
10149,809002675,4/13/2015,660000,3,2,1140,6000,1,0,0,3,7,1140,0,1909,0,98109,47.637,-122.355,1260,4000,1.5,0,0.69950001
15491,6823100225,4/14/2015,700000,4,1.75,1870,6000,1,0,0,5,8,1670,200,1949,0,98199,47.6435,-122.399,1710,6000,2.285714286,1,0.699609148
3798,1823049144,1/28/2015,225000,3,1,1000,9295,1,0,0,3,7,1000,0,1955,0,98146,47.484,-122.346,1320,13500,3,0,0.699627298
15130,1823049182,9/15/2014,147400,3,2,1080,9225,1,0,0,2,7,1080,0,1955,0,98146,47.4842,-122.346,1410,9840,1.5,0,0.699664635
15779,7013200280,7/2/2014,989000,6,4.5,3830,4800,3,0,0,3,9,3050,780,1919,2004,98119,47.6404,-122.361,1990,4800,1.333333333,1,0.699684079
9570,6619910230,6/16/2014,545000,3,2.5,1940,9775,1,0,2,3,8,1440,500,1975,0,98034,47.7142,-122.222,2830,9775,1.2,1,0.699778018
2072,2489200070,7/20/2014,767500,6,3.5,2410,6000,2,0,4,3,9,2220,190,1916,1990,98136,47.54,-122.382,1980,6000,1.714285714,1,0.699814897
7484,243000380,3/26/2015,365000,3,1.75,2080,7800,1,0,0,5,7,1220,860,1955,0,98166,47.4536,-122.355,1770,7860,1.714285714,1,0.700185665
6253,2540820010,4/27/2015,750000,4,2.5,2930,8641,2,0,0,3,8,2930,0,2010,0,98034,47.7199,-122.246,2120,11175,1.6,0,0.70027586
772,226039214,6/12/2014,465250,5,2,1940,7642,1.5,0,0,3,7,1940,0,1957,0,98177,47.7751,-122.38,1940,8724,2.5,0,0.700344293
11642,9842300036,10/8/2014,415885,3,1,1310,4163,1,0,0,4,7,1310,0,1964,0,98126,47.5301,-122.381,1120,4166,3,0,0.700489025
12718,125039021,9/24/2014,575000,2,1,1230,2726,1.5,0,0,3,7,880,350,1920,0,98117,47.6815,-122.359,1710,3750,2,1,0.700546406
2581,5040800060,2/4/2015,675000,3,1.75,1710,5913,1,0,0,4,8,1120,590,1941,0,98199,47.6481,-122.406,2920,5922,1.714285714,1,0.70080421
5098,2877102651,5/29/2014,619000,4,2,2300,3400,1.5,0,0,5,8,1550,750,1915,0,98117,47.678,-122.361,1670,4200,2,1,0.700828706
16819,9278200095,12/17/2014,465000,3,1.5,900,8690,1.5,0,0,5,6,900,0,1941,0,98116,47.5751,-122.393,1000,6150,2,0,0.701033509
11489,1453600681,2/23/2015,328500,3,2.25,1390,1407,3,0,0,3,7,1390,0,2004,0,98125,47.7227,-122.296,1390,1628,1.333333333,0,0.701175365
14917,3013300895,7/18/2014,337000,2,1,1010,4000,1,0,0,3,7,1010,0,1947,0,98136,47.5311,-122.382,1480,4366,2,0,0.701262887
8670,1239400064,3/4/2015,895000,4,2.5,2850,8526,2,0,0,3,9,2850,0,1998,0,98033,47.6747,-122.191,2440,7072,1.6,0,0.701530072
5618,2491200675,9/12/2014,500000,3,2,1550,6394,1.5,0,0,5,8,1550,0,1918,0,98126,47.5222,-122.379,1440,6387,1.5,0,0.701820861
6180,6705850020,4/1/2015,740000,4,2.5,3030,8335,2,0,0,3,10,3030,0,1992,0,98075,47.578,-122.056,2850,8678,1.6,0,0.701843331
4345,2492200956,8/5/2014,360000,3,1.5,1170,4080,1,0,0,5,6,1170,0,1917,0,98126,47.5338,-122.381,920,4242,2,0,0.701925759
20849,8010100220,10/14/2014,999950,4,3.5,3310,4684,2,0,0,3,9,2290,1020,2014,0,98116,47.579,-122.389,1850,4750,1.142857143,1,0.702020728
9551,3904100035,5/8/2014,235000,2,1,1270,3008,1,0,0,4,6,650,620,1923,0,98118,47.5351,-122.279,1270,1514,2,1,0.70210898
19681,3904100041,4/24/2015,290750,3,2.5,1270,865,2,0,0,3,7,1080,190,2008,0,98118,47.5351,-122.279,1630,7752,1.2,1,0.70210898
14346,106000395,6/24/2014,405000,3,1,1410,8053,1,0,0,4,7,1410,0,1951,0,98177,47.704,-122.367,1170,8042,3,0,0.702186988
5314,3735900545,5/23/2014,449950,3,2,1560,4080,2,0,0,3,7,1560,0,1923,1982,98115,47.6892,-122.319,1900,4080,1.5,0,0.702229457
4677,1189000645,10/22/2014,650000,4,2,1930,3976,1.5,0,0,4,8,1930,0,1914,0,98122,47.6117,-122.297,1470,4080,2,0,0.702279777
20843,9524100322,10/20/2014,375000,3,2.25,1140,1557,3,0,0,3,8,1140,0,2007,0,98103,47.6947,-122.342,1140,1245,1.333333333,0,0.702402362
11102,475000004,7/7/2014,536000,2,1.5,1130,746,2,0,0,3,8,1030,100,2009,0,98107,47.6684,-122.363,1520,1519,1.333333333,1,0.702953551
21143,7987400285,4/29/2015,494900,3,2.5,2040,2500,2,0,0,3,7,1470,570,2008,0,98126,47.573,-122.372,1410,2500,1.2,1,0.703013492
9130,826000495,2/6/2015,557510,4,2,1580,4800,1.5,0,2,3,7,1580,0,1912,0,98136,47.5454,-122.383,1580,4800,2,0,0.703221407
2091,8701600510,4/14/2015,700000,2,1.5,1850,4945,1.5,0,2,4,7,1850,0,1907,1969,98126,47.5742,-122.379,1850,4950,1.333333333,0,0.703278723
4498,8818900300,10/2/2014,618000,4,1,1260,4080,1,0,0,4,7,1260,0,1911,0,98105,47.6644,-122.324,1340,4080,4,0,0.703297612
10366,1928300350,12/22/2014,570000,3,1.75,1370,3300,2,0,0,5,7,1370,0,1927,0,98105,47.6714,-122.32,1560,3927,1.714285714,0,0.70331726
3188,2877102670,7/7/2014,555000,3,1.5,1740,4200,1.5,0,0,4,7,1640,100,1920,0,98117,47.6782,-122.361,1660,3750,2,1,0.703755079
19187,8818400450,5/8/2014,930000,3,3.25,2640,4080,2,0,0,3,9,1840,800,1912,2000,98105,47.6636,-122.326,1990,4080,0.923076923,1,0.703895641
12028,9441300030,4/10/2015,615000,3,1.75,2620,8280,1,0,0,4,7,1330,1290,1948,0,98177,47.7235,-122.359,1530,8160,1.714285714,1,0.705221435
20910,6852700097,8/6/2014,630000,3,3.25,1610,1275,2,0,0,3,8,1220,390,2005,0,98102,47.6236,-122.318,1750,3000,0.923076923,1,0.705260335
13174,6383000790,1/22/2015,626000,4,2.5,2570,7221,1,0,0,4,8,1570,1000,1958,0,98117,47.6921,-122.387,2440,7274,1.6,1,0.705297139
11650,2600400030,7/24/2014,790000,4,2.75,2640,9000,2,0,0,3,10,2640,0,1990,0,98052,47.6481,-122.125,2980,9137,1.454545455,0,0.705332565
10481,3566800125,3/30/2015,425000,2,1,1250,5880,1,0,0,3,6,900,350,1948,0,98117,47.6908,-122.391,1520,5020,2,1,0.705446003
9599,1337800805,7/3/2014,1760000,3,2,2360,4800,2,0,0,3,9,2360,0,1909,0,98112,47.6317,-122.312,2260,4800,1.5,0,0.705569008
21552,524059330,1/30/2015,1700000,4,3.5,3830,8963,2,0,0,3,10,3120,710,2014,0,98004,47.599,-122.197,2190,10777,1.142857143,1,0.70558975
16522,1782500095,3/9/2015,369000,2,1,1320,6135,1,0,0,4,7,880,440,1942,0,98126,47.5265,-122.379,1050,4693,2,1,0.705608164
3683,809002680,10/14/2014,1440000,4,1.75,2410,6000,1.5,0,0,3,8,2410,0,1911,0,98109,47.6369,-122.355,1280,4000,2.285714286,0,0.705834013
2634,3992700036,6/26/2014,415000,3,1,1170,6700,1,0,0,3,8,1170,0,1957,0,98125,47.7122,-122.29,2410,7620,3,0,0.706058791
20807,7582700075,10/2/2014,1490000,4,3.5,3930,6120,2,0,0,3,10,3310,620,2007,0,98105,47.6646,-122.28,3390,6120,1.142857143,1,0.706060769
3584,8127700215,4/9/2015,862000,4,2.25,2220,4200,1.5,0,0,5,8,1310,910,1932,0,98199,47.6418,-122.394,2020,4940,1.777777778,1,0.706179167
15367,2856101479,7/1/2014,276000,1,0.75,370,1801,1,0,0,5,5,370,0,1923,0,98117,47.6778,-122.389,1340,5000,1.333333333,0,0.706296371
5309,3210600010,10/31/2014,635000,3,2.25,1940,7482,1,0,0,4,7,1240,700,1964,0,98004,47.6004,-122.195,2340,9310,1.333333333,1,0.706326449
2023,2767600400,11/18/2014,719950,3,2.25,2190,2416,3,0,0,3,8,2190,0,2014,0,98117,47.6758,-122.38,1510,3615,1.333333333,0,0.706426889
10388,4415600030,3/16/2015,433000,3,2.75,2000,7200,1,0,0,3,7,1000,1000,1954,2014,98166,47.4531,-122.352,1440,7200,1.090909091,1,0.706459456
20328,1245003220,8/19/2014,1210000,5,3.5,3220,8000,2,0,0,3,9,2900,320,2008,0,98033,47.6834,-122.2,2100,9680,1.428571429,1,0.706478616
16714,9521100795,6/23/2014,569000,4,2,1730,3884,1,0,0,5,7,1060,670,1924,0,98103,47.6624,-122.349,1360,3563,2,1,0.706588316
4434,4232902615,4/28/2015,819000,3,1,1300,3600,2,0,0,3,7,1300,0,1900,0,98119,47.6345,-122.366,2510,4800,3,0,0.706699857
10668,345700340,6/10/2014,306888,2,1.5,1010,7719,2,0,0,3,7,1010,0,1981,0,98056,47.5128,-122.189,1210,7719,1.333333333,0,0.706709105
9276,3856904610,10/2/2014,485000,4,1,1620,4080,1.5,0,0,3,7,1620,0,1923,0,98105,47.6696,-122.324,1760,4080,4,0,0.706809807
14416,3856904655,3/29/2015,667750,4,1,1430,4080,1.5,0,0,3,7,1430,0,1924,0,98105,47.6696,-122.324,1760,4080,4,0,0.706809807
6205,2877102846,6/25/2014,575000,3,2.25,1700,3333,1.5,0,0,3,7,1100,600,1924,0,98117,47.6784,-122.361,1700,3750,1.333333333,1,0.706939448
9173,2490200615,6/9/2014,400000,2,1,1140,5100,1,0,0,3,7,1140,0,1942,0,98136,47.5323,-122.383,1230,5100,2,0,0.707104002
18159,2490200620,8/11/2014,535000,3,1,1660,5100,1,0,0,3,7,1260,400,1957,0,98136,47.5323,-122.383,1230,5100,3,1,0.707104002
8420,1782500065,4/28/2015,420000,4,1.75,1320,4978,1,0,0,4,7,940,380,1942,0,98126,47.5266,-122.379,1260,4693,2.285714286,1,0.707182318
4258,3500100025,6/28/2014,300000,4,1,1370,8499,1,0,0,3,7,1370,0,1949,0,98155,47.736,-122.301,1370,8187,4,0,0.707773631
16717,6380500151,3/17/2015,468000,3,1.5,1370,7697,1,0,0,3,7,1370,0,1939,0,98177,47.7153,-122.361,1370,7697,2,0,0.707880306
8801,2306400040,4/16/2015,604000,3,2,1560,2589,1,0,0,3,7,790,770,1923,0,98103,47.6587,-122.344,1450,3893,1.5,1,0.708042165
10179,293000036,4/3/2015,495000,4,2,1610,4770,1,0,0,4,7,1230,380,1941,0,98126,47.5333,-122.381,1180,6120,2,1,0.708694882
11322,9530101290,11/10/2014,700000,3,2,1940,4500,1,0,3,3,7,1090,850,1926,0,98107,47.6659,-122.359,1700,4500,1.5,1,0.708816186
1631,4202400135,6/26/2014,177500,3,1.5,1220,6000,1,0,0,3,7,1220,0,1968,0,98055,47.4904,-122.222,1660,6000,2,0,0.70899153
6196,9818700430,10/1/2014,421500,3,1.5,990,4500,1,0,0,5,7,990,0,1948,0,98122,47.6051,-122.298,1490,4000,2,0,0.709151373
13418,3735900325,4/27/2015,485000,2,1,1080,4080,1,0,0,3,8,1080,0,1948,0,98115,47.6899,-122.32,1890,4080,2,0,0.709380771
10694,2518400046,11/18/2014,456700,3,1.75,2820,8879,1,0,0,5,7,1540,1280,1920,1957,98146,47.5094,-122.376,1640,7850,1.714285714,1,0.709418586
20394,7625703007,10/14/2014,271115,2,1.5,830,1325,2,0,0,3,7,830,0,2005,0,98136,47.5472,-122.384,1310,1485,1.333333333,0,0.709436923
4364,6825100015,6/4/2014,437000,2,1.75,1500,6800,1,0,0,4,7,910,590,1942,0,98117,47.7004,-122.371,1450,6800,1.142857143,1,0.709492426
16305,8924100430,12/24/2014,500000,2,1,1440,7130,1,0,2,3,7,1210,230,1948,0,98115,47.6778,-122.267,1970,7130,2,1,0.709688842
9531,9550203690,11/20/2014,961000,5,2.75,2590,6120,2,0,0,3,8,2590,0,1909,0,98105,47.6667,-122.327,1390,3060,1.818181818,0,0.709807922
2628,1158700135,8/12/2014,420000,3,2.5,2060,7020,1,0,0,4,8,1460,600,1967,0,98177,47.7575,-122.364,2150,8400,1.2,1,0.70998673
7397,524059148,6/6/2014,1600000,4,3.5,4280,9583,2,0,0,3,11,4280,0,2005,0,98004,47.5979,-122.197,2360,10031,1.142857143,0,0.710120489
3619,2767602141,9/5/2014,525000,3,1.5,1380,4290,1,0,0,3,7,1080,300,1955,0,98107,47.674,-122.379,1510,3900,2,1,0.710285863
3620,2767602141,12/22/2014,650000,3,1.5,1380,4290,1,0,0,3,7,1080,300,1955,0,98107,47.674,-122.379,1510,3900,2,1,0.710285863
3659,7625702615,1/14/2015,400000,2,1,610,4560,1,0,0,3,5,610,0,1918,0,98136,47.5498,-122.383,930,1392,2,0,0.710808019
4496,6072400820,9/26/2014,525000,3,1.75,1520,7875,1,0,0,5,8,1520,0,1969,0,98006,47.5569,-122.176,2150,9428,1.714285714,0,0.710848514
15661,826000480,8/26/2014,448500,3,1.75,1300,4800,2,0,1,4,7,1300,0,1912,0,98136,47.5457,-122.383,1300,4800,1.714285714,0,0.710879804
18208,2771104010,6/5/2014,529999,3,2.5,1710,1664,2,0,0,5,8,1300,410,2003,0,98199,47.6456,-122.383,1470,5400,1.2,1,0.711083999
11268,2461900550,12/16/2014,500000,4,1.75,2040,6000,1,0,0,5,7,1020,1020,1943,0,98136,47.5507,-122.383,1440,6000,2.285714286,1,0.711211593
6397,1138000250,5/21/2014,350000,3,1.5,980,7790,1,0,0,5,7,980,0,1969,0,98034,47.7141,-122.213,1390,7280,2,0,0.711249976
18805,3331500455,12/3/2014,474950,3,2.25,1850,2575,2,0,0,3,9,1850,0,2013,0,98118,47.5525,-122.273,1080,4120,1.333333333,0,0.7112786
18934,3448000755,6/4/2014,399950,3,1.5,2080,5244,1,0,0,3,7,1190,890,1959,0,98125,47.7144,-122.293,1850,6982,2,1,0.711415642
8442,5072300210,6/24/2014,440000,3,1.75,2000,9900,1,0,2,4,8,1480,520,1957,0,98166,47.4436,-122.339,2310,10200,1.714285714,1,0.711581715
3641,3179100755,3/30/2015,554663,3,2,1230,6802,1.5,0,0,3,7,1230,0,1940,0,98105,47.6712,-122.279,1850,6398,1.5,0,0.712050974
4053,318500300,9/19/2014,650000,4,2.75,2640,6240,2,0,0,3,9,2640,0,2001,0,98075,47.5788,-122.059,2640,5898,1.454545455,0,0.712111709
10873,809002610,7/18/2014,485000,4,1,1150,2560,1.5,0,0,3,7,1150,0,1909,0,98109,47.6368,-122.355,1890,3000,4,0,0.712178701
8030,9522100375,7/15/2014,775000,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1915,0,98103,47.6627,-122.355,1720,5000,3.333333333,0,0.712391825
13250,4038100360,2/10/2015,466200,3,1.5,1340,8856,1,0,0,4,7,1340,0,1959,0,98008,47.6094,-122.126,1850,8740,2,0,0.712437256
13325,2970800145,4/7/2015,350500,3,1.75,2080,5200,1,0,0,3,7,1040,1040,1974,0,98166,47.4738,-122.35,1410,6550,1.714285714,1,0.712444876
2232,269000070,1/6/2015,608000,4,3,2400,7680,1,0,0,3,7,1200,1200,1956,0,98199,47.6466,-122.389,2670,6342,1.333333333,1,0.712657451
18609,2287600035,6/25/2014,595888,3,1.75,1870,9000,1,0,0,5,9,1870,0,1958,0,98177,47.7203,-122.361,2030,8160,1.714285714,0,0.712949928
17550,8127700210,4/27/2015,600000,2,1.75,1560,3200,1,0,0,5,7,880,680,1946,0,98199,47.6419,-122.394,2060,4940,1.142857143,1,0.712960445
2309,9157600060,9/10/2014,635000,4,2,2660,8160,1,0,0,4,7,1380,1280,1949,0,98177,47.7229,-122.359,1660,8160,2,1,0.713194615
13321,1828000760,7/14/2014,529950,3,2,1540,8400,1,0,0,3,7,1180,360,1968,0,98052,47.6554,-122.129,1550,8760,1.5,1,0.713255891
19520,9818700645,7/23/2014,415000,3,1.75,1470,4000,1,0,0,3,7,1070,400,1979,0,98122,47.6067,-122.298,1280,3500,1.714285714,1,0.71330749
1749,3856904740,10/21/2014,490000,2,1,950,3060,1,0,0,3,6,810,140,1925,0,98105,47.6698,-122.323,1510,3780,2,1,0.713627038
20550,8822901175,12/29/2014,345000,3,3.5,1320,1161,3,0,0,3,8,1320,0,2010,0,98125,47.7162,-122.294,1320,1161,0.857142857,0,0.713802644
10249,1189000700,10/1/2014,625000,3,1.5,1600,4128,1.5,0,0,3,8,1250,350,1906,0,98122,47.6122,-122.297,1540,3976,2,1,0.71384989
16219,251100020,5/21/2014,600000,4,2.5,2360,5226,2,0,0,3,8,2360,0,2001,0,98034,47.712,-122.229,2440,5156,1.6,0,0.713992232
7775,9367200205,3/24/2015,660000,2,1,1670,8195,1,0,0,3,7,1670,0,1954,1975,98033,47.6627,-122.192,1980,7500,2,0,0.714208022
4558,475000750,9/25/2014,477000,3,2,1750,4990,1,0,0,3,7,950,800,1916,0,98107,47.6667,-122.361,1700,5000,1.5,1,0.714211354
6629,2697400020,10/31/2014,400000,3,2,1350,7216,1,0,0,3,7,1350,0,1964,0,98177,47.7616,-122.365,1920,7600,1.5,0,0.714284918
12462,8718500560,6/27/2014,300000,3,1.5,1590,8911,1,0,0,3,7,1590,0,1956,0,98028,47.7394,-122.252,1590,9625,2,0,0.714411513
14141,8718500555,9/15/2014,450000,3,1.5,1440,9711,1,0,0,3,7,1140,300,1956,0,98028,47.7394,-122.252,1590,9711,2,1,0.714411513
19992,9828701507,12/2/2014,759000,3,2.25,1640,1873,3,0,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1640,3920,1.333333333,0,0.714432154
20495,9828701508,5/20/2014,772000,3,2.25,1640,1204,3,0,0,3,8,1640,0,2014,0,98112,47.6196,-122.297,1630,3136,1.333333333,0,0.714432154
8813,1782500035,7/3/2014,357000,2,1,870,4600,1,0,0,4,7,870,0,1942,0,98126,47.5274,-122.379,930,4600,2,0,0.71475573
15872,2306400010,10/17/2014,500000,2,1,1120,3220,1,0,0,4,7,1120,0,1923,0,98103,47.6588,-122.344,1440,3220,2,0,0.714884919
9485,7518505070,6/25/2014,402000,4,2.25,2000,3672,2,0,0,5,7,1650,350,1926,0,98117,47.6769,-122.383,2000,5100,1.777777778,1,0.715210825
19112,3885807362,6/4/2014,791000,3,2.25,2430,5500,2,0,0,3,8,1810,620,1989,0,98033,47.6812,-122.196,2040,5500,1.333333333,1,0.71523818
2743,8934100125,8/29/2014,810000,3,2,2870,6360,1.5,0,1,4,8,1790,1080,1946,0,98115,47.6813,-122.275,2310,6466,1.5,1,0.715304087
9102,8151600663,9/17/2014,333000,3,1,1250,8450,1,0,0,4,7,1250,0,1954,0,98146,47.503,-122.364,1350,9300,3,0,0.715506461
14089,5016001285,6/9/2014,750000,4,3.25,2050,5000,2,0,0,4,8,1370,680,1987,0,98112,47.6235,-122.298,1720,5000,1.230769231,1,0.715772443
305,5016001535,2/17/2015,725000,3,1.75,1920,3300,1,0,0,4,8,960,960,1913,0,98112,47.6239,-122.298,1740,4000,1.714285714,1,0.715820409
14050,2301400540,12/15/2014,734000,4,2.25,2530,5000,1.5,0,0,4,7,1690,840,1925,0,98117,47.6806,-122.36,1530,5000,1.777777778,1,0.715900478
16634,2301400470,9/8/2014,635000,3,1.75,1530,5000,1,0,2,3,7,1020,510,1948,0,98117,47.6806,-122.36,1530,5000,1.714285714,1,0.715900478
781,3191000240,6/12/2014,400000,3,1.75,1590,8219,1.5,0,0,5,6,970,620,1938,0,98034,47.7146,-122.217,2030,7504,1.714285714,1,0.715926985
6424,4232903295,4/16/2015,940000,3,1.5,1790,4800,1.5,0,0,3,8,1790,0,1912,0,98119,47.6332,-122.362,1780,3600,2,0,0.716055933
20538,2979800409,5/5/2014,416286,3,2.5,1408,989,3,0,0,3,8,1408,0,2005,0,98115,47.6856,-122.315,1408,1342,1.2,0,0.716203119
7331,2970800130,10/9/2014,215000,3,1,810,5240,1,0,0,3,6,810,0,1942,0,98166,47.4734,-122.35,1700,5245,3,0,0.716348481
4062,3856905010,8/5/2014,565000,3,1.5,1540,3570,1.5,0,0,5,7,1490,50,1930,0,98105,47.6692,-122.325,1620,4080,2,1,0.71640653
19501,1189000180,9/10/2014,525000,2,1,1510,3360,1,0,0,3,7,880,630,1924,0,98122,47.6135,-122.297,1330,3360,2,1,0.716438498
11561,6840701160,10/29/2014,680000,5,2,2140,5000,1.5,0,0,4,7,2020,120,1913,0,98122,47.6044,-122.299,1810,4400,2.5,1,0.716615751
18871,8127700410,10/15/2014,511200,4,1.75,1480,7875,1,0,0,3,7,740,740,1927,0,98199,47.643,-122.397,1680,5851,2.285714286,1,0.716803834
10746,363000045,1/2/2015,520000,3,1,940,3000,1.5,0,0,3,7,940,0,1903,0,98122,47.6033,-122.3,1210,3500,3,0,0.716915642
12016,3448002267,4/28/2015,385000,3,1.75,1340,3850,1,0,0,4,7,1340,0,1960,0,98125,47.7134,-122.292,1540,7645,1.714285714,0,0.717445921
8784,3852900026,8/1/2014,499950,3,1,1870,4984,1,0,0,3,7,1120,750,1955,0,98116,47.5771,-122.391,1650,5750,3,1,0.71754476
8218,6021503451,8/22/2014,443600,3,2.5,1430,1056,3,0,0,3,8,1430,0,2003,0,98117,47.684,-122.388,1310,2135,1.2,0,0.717593969
18065,2769600035,8/7/2014,612000,4,2.5,2680,3626,1.5,0,3,4,7,1680,1000,1928,0,98107,47.6727,-122.361,1950,4500,1.6,1,0.717605856
14859,5016001325,5/16/2014,605000,3,2.25,1290,2500,2,0,0,4,8,1290,0,1987,0,98112,47.6229,-122.298,1700,3750,1.333333333,0,0.717698339
18345,5006000035,4/27/2015,332500,4,1,1670,8102,1.5,0,0,3,6,1670,0,1944,0,98166,47.4692,-122.355,1310,7906,4,0,0.717836157
19911,9828701488,5/4/2015,360000,2,1,880,1165,2,0,0,3,8,880,0,2005,0,98122,47.6192,-122.297,1640,3825,2,0,0.717935012
4696,1189000245,3/31/2015,670000,4,2,2250,4200,1.5,0,0,3,7,1650,600,1909,0,98122,47.6136,-122.297,1200,3360,2,1,0.718083103
13698,4039500610,8/20/2014,440000,3,1.75,1430,8400,1,0,0,4,7,1430,0,1961,0,98008,47.6073,-122.127,1570,7800,1.714285714,0,0.7181177
10559,5016001260,4/13/2015,480000,2,1,820,4200,1,0,0,3,7,820,0,1980,0,98112,47.6249,-122.298,1290,4000,2,0,0.718238525
1117,751000060,5/6/2014,353000,3,1,1350,7740,1,0,0,4,6,860,490,1947,0,98125,47.7098,-122.291,1130,7740,3,1,0.718343968
2031,2461900510,9/26/2014,350000,4,1,1010,6000,1,0,0,3,6,750,260,1925,0,98136,47.5518,-122.383,1450,6000,4,1,0.718678878
7989,1909600115,8/27/2014,420000,3,2,2330,6346,1.5,0,0,3,6,1600,730,1934,2014,98146,47.5135,-122.38,1380,8400,1.5,1,0.718698548
17208,2770604346,7/5/2014,499000,3,2.5,1540,1326,3,0,0,3,8,1390,150,1995,0,98119,47.6457,-122.374,1680,1592,1.2,1,0.719369341
14022,686450210,11/4/2014,550000,4,2.25,1650,7200,1,0,0,3,8,1650,0,1967,0,98008,47.6384,-122.116,2180,7950,1.777777778,0,0.720199248
7442,6706200130,4/15/2015,343000,3,1.75,2210,7920,1,0,0,3,7,1400,810,1966,0,98178,47.4968,-122.237,2220,7920,1.714285714,1,0.72029118
18719,5694500386,10/20/2014,399950,2,2.25,1140,1184,2,0,0,3,8,1010,130,1999,0,98103,47.659,-122.346,1140,1339,0.888888889,1,0.7203628
4444,6844702690,4/27/2015,476500,3,1,1200,6120,1,0,0,4,7,950,250,1945,0,98115,47.6929,-122.287,1550,6120,3,1,0.720522001
846,8818900060,11/25/2014,664000,4,2,1530,4080,1.5,0,0,4,7,1530,0,1912,0,98105,47.6645,-122.325,1860,4080,2,0,0.720713838
16245,4059400190,10/17/2014,225000,2,1,800,6050,1,0,0,4,6,800,0,1944,0,98178,47.5001,-122.242,880,6050,2,0,0.720829763
2325,4140090370,2/18/2015,446500,4,2.5,3060,7920,1,0,0,3,8,1810,0,1974,0,98028,47.7675,-122.261,2690,7767,1.6,0,0.72087716
18156,6430500219,9/10/2014,415000,1,1,1230,3774,1,0,0,4,6,830,400,1924,0,98103,47.6886,-122.354,1300,3774,1,1,0.721006413
10536,7663700783,6/13/2014,369500,3,1.5,1650,9957,1,0,0,4,7,1100,550,1961,0,98125,47.7303,-122.298,1650,7957,2,1,0.721053853
13192,2287600040,7/11/2014,575000,4,1.75,2440,8100,1,0,0,4,9,1620,820,1960,0,98177,47.7201,-122.361,2030,8100,2.285714286,1,0.721065629
13341,226039186,5/20/2014,299950,3,1,910,8000,1,0,0,4,6,740,170,1950,0,98177,47.7746,-122.378,2090,9007,3,1,0.721139267
